gene_symbol	full	reduced
NEDD4L	0.502527901	
NEDD9	0.348949287	
NEFL	0.556896949	0.57021535
NEK7	0.766750648	
NELL1	0.46838385	0.472621581
NELL2	0.333001423	0.333364412
NENF	1.156539347	
NEO1	0.232060489	
NEXN	0.72018674	
NFASC	0.337909257	0.339030571
NFAT5	0.893967529	
NFATC1	1.087713882	1.103276465
NFATC3	0.671281678	0.669223934
NFE2	0.774165623	
NFIC	0.446437044	
NFKB1	0.76454759	
NFKB2	0.57937433	
NFKBIE	0.544670124	0.552106882
NFU1	1.064708881	
NFX1	0.705129886	
NFYA	0.401949252	
NGF	0.132936041	0.135569576
NGFR	0.303085722	
NGRN	0.231999227	
NHLRC3	0.347002279	
NID1	0.436681662	0.436568423
NID2	0.835770307	0.833407257
NINJ1	0.613878483	0.617283425
NIT1	0.490587839	
NIT2	0.777176707	
NLGN1	0.696085305	
NLGN2	0.484254814	
NME1	0.218760738	
NME3	0.259117084	0.262943626
NMI	0.747735295	
NMNAT1	0.84859457	0.85093019
NMRK2	0.420590114	
NMT1	0.685586842	
NOMO1	0.277959249	0.279791744
NOP56	1.133339889	
NOS1	0.62595048	0.639226472
NOS2	0.408107397	
NOS3	0.608998543	0.611679931
NOTCH1	0.178377522	0.180028127
NOTCH2	0.234770302	
NOTCH3	0.412341012	0.411849233
NPC2	0.36149329	
NPDC1	0.355409732	0.371680668
NPHS1	0.348634797	
NPHS2	1.059992825	
NPL	0.531175762	
NPPB	1.50038369	1.53078556
NPPC	0.603431359	0.61089806
NPR1	0.417894155	
NPTN	0.896891972	0.899393407
NPTX1	0.469365911	0.471074165
NPTX2	0.40758694	
NPTXR	0.392999556	0.394794815
NPY	0.752896164	0.761611286
NRCAM	0.315952513	0.32102567
NRGN	0.942824115	
NRN1	0.37021193	
NRP1	0.313067854	0.31532452
NRP2	0.333243264	0.335210343
NRTN	0.550126633	0.556611165
NRXN3	0.361559442	
NSFL1C	0.754250437	0.759440356
NT5C	0.767581824	
NT5C1A	0.363169483	
NT5C3A	0.972142888	0.978091668
NT5E	0.633724676	0.634102974
NTF3	0.399608407	0.398942946
NTF4	0.4268847	0.429317519
NTproBNP	1.244931033	1.253552707
NTRK2	0.288010288	0.295351165
NTRK3	0.260387726	0.262760332
NUB1	0.93045209	0.92953186
NUBP1	1.01438882	
NUCB2	0.426807149	0.429172972
NUDC	0.712812198	0.716151433
NUDT10	0.260272324	
NUDT15	0.525572318	
NUDT16	0.911461301	
NUDT2	0.624746804	0.636236321
NUDT5	0.57776553	0.580908997
NUMB	0.864326663	
NUP50	0.339359604	
NXPE4	0.350068561	
NXPH1	0.41944282	0.427136549
NXPH3	0.321226993	
OBP2B	0.855435204	0.857575272
OCLN	0.486138076	
ODAM	0.606051984	0.610221819
OFD1	0.678693652	
OGA	0.737743363	
OGFR	0.377503886	0.380144482
OGN	0.500251437	0.513043974
OGT	0.648735407	
OLFM4	1.255412477	
OLR1	0.665084314	0.667465452
OMD	0.515796668	0.514279247
OMG	0.766972869	0.765854778
OMP	0.500492497	
OPHN1	1.136717893	
OPLAH	0.711723143	
OPTC	0.52994979	0.533418279
ORM1	0.215086771	
OSBPL2	0.409641833	
OSCAR	0.384585931	0.387029771
OSM	0.834812174	0.83508964
OSMR	0.234483724	0.23552754
OSTN	0.427274042	
OTOA	0.543981005	
OTUD6B	0.609762816	
OTUD7B	0.663486808	
OXCT1	0.716593141	
OXT	1.703626924	1.702350178
P4HB	0.441254707	0.443265229
PACS2	0.642198414	
PADI2	0.632651653	0.637091641
PADI4	0.834216693	0.837371021
PAEP	1.584658718	1.597053778
PAFAH1B3	1.21828211	
PAFAH2	0.506368215	
PAG1	0.623410624	0.626831512
PAGR1	0.448144513	
PAIP2B	0.539812312	
PAK4	0.678321085	0.680138932
PALLD	0.40629347	
PALM	0.338336882	
PALM2	0.437777162	
PALM3	0.774880483	
PAM	0.317146117	0.318735297
PAMR1	0.332903286	0.334155838
PAPPA	0.536819066	0.545550384
PARD3	0.759270154	
PARK7	0.595229245	0.597861119
PARP1	0.619135848	0.616506764
PAXX	0.4754384	
PBK	0.315123443	
PBLD	0.576889006	0.583587551
PBXIP1	0.318409287	
PCARE	0.87158749	
PCBD1	0.520044412	
PCBP2	0.75041255	
PCDH1	0.239031341	0.241853236
PCDH12	0.263107562	
PCDH17	0.40380997	0.407523072
PCDH7	0.365305192	
PCDH9	0.359306634	
PCDHB15	0.415051195	
PCNA	0.658870874	
PCSK7	0.467904826	
PCSK9	0.456897065	0.460767298
PCYT2	0.78962731	
PDAP1	1.01313067	
PDCD1	0.477295254	0.480869641
PDCD1LG2	0.351670758	0.353934384
PDCD5	0.669532933	0.67095733
PDCD6	0.783049191	0.781579992
PDCL2	0.546018662	
PDE1C	0.564778127	
PDE4D	0.626906165	
PDE5A	1.073413386	
PDGFA	0.812766853	0.813236707
PDGFB	0.968698321	0.970685186
PDGFC	0.319790372	0.321985811
PDGFRA	0.321404692	0.324167265
PDGFRB	0.392228773	0.393287079
PDIA2	0.412175638	
PDIA3	0.259094806	
PDIA4	0.635213017	
PDIA5	0.619523052	
PDLIM5	1.235181414	
PDLIM7	1.42291811	1.428304054
PDP1	0.556884679	0.56271149
PDRG1	0.53432454	
PDXDC1	0.596139359	
PDZD2	0.620808698	
PDZK1	0.473894688	
PEAR1	0.251708629	0.253178482
PEBP1	0.666915201	0.668689349
PECAM1	0.340614332	0.342023177
PECR	0.292584195	
PENK	0.321552081	
PEPD	0.27303868	
PER3	1.236094214	
PF4	1.009560848	
PFDN2	0.595652425	0.610403506
PFDN4	0.547743218	
PFDN6	0.668923355	
PFKFB2	0.865860037	0.868803777
PGA4	0.75149106	
PGD	0.566677318	
PGF	0.318044025	0.328578083
PGLYRP1	0.48683637	0.48912181
PGLYRP2	0.314114519	
PGLYRP4	0.633000414	
PGM2	0.612450415	
PGR	1.062475164	
PHACTR2	1.19022189	
PHLDB1	0.570348357	
PHLDB2	0.94670528	
PHOSPHO1	0.345613746	0.353253344
PHYKPL	0.434130985	
PI16	0.263965646	
PI3	0.638471048	0.648613721
PIBF1	0.810134423	
PIGR	0.438779283	0.440803012
PIK3AP1	0.687303043	0.695524283
PIK3IP1	0.313447903	0.328565045
PIKFYVE	0.574705236	
PILRA	0.484396871	0.491947328
PILRB	0.652272249	0.657944805
PINLYP	0.708889187	
PITHD1	0.816799709	
PKD1	0.295904974	
PKD2	0.61337858	
PKLR	0.749351678	0.751673161
PKN3	0.778954671	
PLA2G10	0.691438043	0.693159428
PLA2G15	0.307769004	0.306901167
PLA2G1B	0.498660598	0.500163643
PLA2G2A	0.65327232	0.655550884
PLA2G4A	0.986152541	0.983587311
PLA2G7	0.373408501	0.374676999
PLAT	0.655775259	0.653156954
PLAU	0.333500162	0.335759061
PLAUR	0.336566396	0.341369884
PLB1	0.652122772	
PLCB1	0.45909154	
PLCB2	1.016143325	
PLEKHO1	0.730482748	
PLG	0.231954966	
PLIN1	0.413985808	0.417072502
PLIN3	0.470959116	0.474880997
PLPBP	0.750536945	0.753601985
PLSCR3	0.615816696	
PLTP	0.428323056	0.427066378
PLXDC1	0.374829741	0.377951102
PLXDC2	0.283685636	
PLXNA4	0.909993048	0.913553096
PLXNB2	0.276047221	0.278306167
PLXNB3	0.5232012	0.524000653
PM20D1	2.097600101	2.099829548
PMCH	0.842554379	
PMM2	0.618346129	
PMS1	0.520369319	
PMVK	1.212569224	1.226026717
PNLIP	0.650516062	
PNLIPRP1	0.818950292	
PNLIPRP2	3.289692935	3.29671067
PNMA1	0.578758219	
PNMA2	0.449463427	
PNPT1	1.323192859	1.328256221
PODXL	0.167357857	0.170182693
PODXL2	0.315835212	0.317310259
POF1B	0.471578492	
POLR2A	0.301344541	
POLR2F	0.398663442	0.403225885
POMC	0.756929484	
PON1	0.279102814	
PON2	0.393124119	0.393552159
PON3	0.36008155	0.365153273
POSTN	0.394441804	
PPBP	0.874338026	
PPCDC	0.538369519	0.541930299
PPIB	1.056563894	1.062841033
PPIE	0.634842592	
PPIF	0.649125844	
PPL	0.339433309	
PPM1A	0.345453869	0.349577133
PPM1B	0.64455726	
PPM1F	0.549382414	
PPME1	0.68519068	0.693684852
PPP1CC	0.864586827	
PPP1R12A	1.072819062	1.080869653
PPP1R12B	0.740505071	
PPP1R14A	0.812750812	
PPP1R14D	0.396974597	
PPP1R2	0.882109209	0.883880014
PPP1R9B	1.072282149	1.082334531
PPP2R5A	1.232275974	
PPP3R1	0.46887553	0.470564903
PPT1	0.787509855	
PPY	1.181160556	1.185944872
PQBP1	0.630685434	0.631273793
PRAME	0.261526502	
PRAP1	0.494864103	
PRC1	0.465913121	
PRCP	0.377754118	0.381073964
PRDX1	0.932229741	1.000620923
PRDX2	0.668542751	
PRDX3	0.793217588	0.800783568
PRDX5	0.759456166	0.765711473
PRDX6	0.679621355	0.693930329
PREB	0.322167085	0.327932603
PRELP	0.266059074	0.27102475
PRG2	0.557102175	
PRG3	0.532917855	
PRKAB1	0.599166801	0.603718186
PRKAG3	0.32569051	
PRKAR1A	0.924036835	0.93224533
PRKAR2A	0.85541805	
PRKCQ	0.475037383	0.482030386
PRKD2	0.471724884	
PRKG1	1.303661919	
PRKRA	0.754550409	0.759171768
PRL	0.858373373	0.864408953
PRND	0.533910121	
PROC	0.290128595	0.292313913
PROCR	0.363581061	
PROK1	0.936900641	0.93700505
PROS1	0.267236541	
PRR4	0.730676923	
PRR5	0.475101507	
PRRT3	0.408021688	
PRSS2	0.59623557	0.601899141
PRSS22	0.364129358	
PRSS27	0.4484803	0.450895621
PRSS53	0.400804887	
PRSS8	0.528348681	0.531586418
PRTFDC1	1.23511291	1.242890531
PRTG	0.281210059	0.282302459
PRTN3	0.521936822	0.524594345
PRUNE2	0.298287049	
PSAP	0.306513876	
PSAPL1	0.529124313	
PSCA	2.676989039	
PSG1	1.295900492	1.300348786
PSIP1	0.711228182	0.711453165
PSMA1	0.502846557	0.509169085
PSMC3	0.311688985	
PSMD1	0.521153607	
PSMD5	0.565521332	
PSMD9	0.638340468	0.639723806
PSME1	0.425218766	0.429765719
PSME2	0.419951384	0.424450063
PSMG3	0.589119417	0.595430577
PSMG4	0.604964957	
PSPN	1.518816565	1.517812275
PSRC1	0.65765536	0.661446765
PSTPIP2	1.095253619	
PTEN	0.324665195	0.33443748
PTGDS	0.34304973	0.355167479
PTGES2	0.558596506	
PTGR1	0.892780058	
PTH	0.85632681	
PTH1R	0.424332202	0.424462239
PTK7	0.413100095	0.420994503
PTN	0.583998533	0.590121472
PTP4A3	0.548200658	
PTPN1	0.883420207	0.889775791
PTPN6	0.992704067	1.001314187
PTPN9	0.3937807	
PTPRB	0.319214779	
PTPRC	0.241324229	
PTPRF	0.333178273	0.337195359
PTPRH	0.513636014	
PTPRK	0.228487405	
PTPRM	0.277128706	0.279518214
PTPRN2	0.364066143	0.373011306
PTPRR	0.389058975	
PTPRS	0.275919053	0.277979543
PTPRZ1	0.371586173	
PTRHD1	0.617751346	
PTS	0.644128654	0.647719641
PTTG1	0.424626283	
PTX3	0.557374569	0.560140384
PVALB	1.272098628	1.273518457
PVR	0.41574697	0.418446638
PXDNL	0.596891885	
PXN	0.593156199	0.597221786
PYDC1	0.431342171	
PYY	1.034935444	
PZP	0.752868925	
QDPR	0.481696392	0.483693151
QPCT	0.309967535	0.310799144
QSOX1	0.428267159	
RAB10	0.558356412	
RAB11FIP3	1.132062939	
RAB27B	0.854664438	
RAB2B	0.635725433	
RAB33A	0.685744541	
RAB37	0.914287881	0.921409566
RAB39B	0.92087012	
RAB3GAP1	0.587871707	
RAB44	0.475253226	
RAB6A	0.537654894	0.535698832
RAB6B	0.511589041	0.528106107
RABEP1	0.809664309	
RABEPK	0.654438648	0.656014459
RABGAP1L	0.665752634	0.673911542
RAC3	0.700380426	
RAD23B	0.495196244	0.516852641
RAD51	0.555793723	
RALB	0.305966366	
RALY	0.513714417	
RANBP1	0.550509537	
RANBP2	0.33887839	
RANGAP1	0.529622471	0.541549814
RAP1A	0.709462464	
RAPGEF2	0.546969122	
RARRES1	0.363711773	0.37028682
RARRES2	0.588176403	0.590802489
RASA1	0.356823642	0.365608838
RASGRF1	0.445304536	
RASSF2	0.650360561	0.652241126
RBFOX3	0.441903453	
RBKS	0.590806288	0.592976317
RBM17	0.793971523	
RBM19	0.4802051	
RBM25	0.468070396	
RBP1	0.722063431	
RBP2	0.882487334	0.887775961
RBP5	0.694258927	0.698916846
RBP7	0.665566332	
RBPMS	0.678465047	
RBPMS2	1.074826861	
RCC1	0.532957574	
RCOR1	0.484637346	0.486577564
RECK	0.225832019	
REEP4	0.652162513	
REG1A	0.552213632	0.562453691
REG1B	0.64238584	0.64840954
REG3A	0.719136173	0.726718194
REG3G	0.413095057	
REG4	0.570538135	0.580519665
RELB	0.508436997	
RELT	0.344339527	0.357238407
REN	0.887557926	0.900179429
REPS1	0.395390388	
REST	0.361037603	
RET	0.463185085	0.465209154
RETN	0.473342019	0.47665063
REXO2	0.501272465	
RFC4	0.223136726	
RGCC	0.792696996	
RGL2	0.659693563	
RGMA	0.355597541	0.359606359
RGMB	0.298494234	0.307623606
RGS10	0.618719572	
RGS8	0.726593412	0.725929323
RHOC	1.302228871	1.307846168
RICTOR	0.496941233	
RIDA	0.550243455	
RILP	0.687152268	0.689646945
RILPL2	1.024364393	
RIPK4	0.697875162	
RLN1	0.733516134	
RLN2	1.217988808	
RNASE1	0.280709206	
RNASE10	0.49782989	
RNASE3	1.236551137	1.241900992
RNASE4	0.302041344	
RNASE6	0.33545006	
RNASEH2A	0.518066849	
RNASET2	0.301845566	0.307408181
RNF149	0.331675677	
RNF168	0.418606272	
RNF31	0.377284093	
RNF4	0.676168846	
RNF41	0.75086621	0.756338958
RNF43	0.59498635	
RNF5	0.751252822	
ROBO1	0.276844665	0.277229263
ROBO2	0.273110908	0.274281226
ROBO4	0.182143468	
ROR1	0.360835707	0.366031412
RP2	0.471012315	0.473768576
RPA2	0.319638538	
RPE	0.733459533	
RPGR	0.421968093	
RPL14	0.418085951	
RPS10	0.424479091	
RRAS	1.340602656	
RRM2	0.565556977	0.568370378
RRM2B	0.744030511	0.752973133
RRP15	0.936176698	
RSPO1	0.396436783	0.403006598
RSPO3	0.331989129	0.34022001
RTBDN	0.335180339	0.340092873
RTKN2	0.533099045	
RTN4IP1	0.952345066	
RTN4R	0.418321366	0.42175524
RUVBL1	1.140299642	1.138835956
RWDD1	0.715890873	0.719702601
RYR1	0.348740399	
S100A11	0.519694096	0.524678583
S100A12	0.846973542	0.855059139
S100A13	0.373723731	
S100A14	0.542512511	
S100A16	0.679739191	0.683918233
S100A3	0.46408174	
S100A4	0.636079684	0.643967274
S100G	0.486103316	
S100P	0.620166757	0.620714376
SAA4	0.325688767	
SAFB2	0.285300228	
SAG	0.532080579	
SAMD9L	0.809569831	0.813611508
SAP18	0.751109827	
SARG	1.146141355	
SART1	0.388315374	
SAT1	0.510732962	
SAT2	0.708208447	
SATB1	0.3111819	
SBSN	0.359050404	
SCAMP3	0.95633133	0.966087167
SCARA5	0.35408996	0.365915518
SCARB1	0.623872017	0.630361893
SCARB2	0.364215864	0.380775895
SCARF1	0.472410799	0.474783967
SCARF2	0.366802019	0.36976505
SCG2	0.365620289	0.372261044
SCG3	0.38850005	0.388950283
SCGB1A1	0.651488379	0.654122868
SCGB2A2	0.317106393	
SCGB3A1	0.281310701	
SCGB3A2	0.987512867	0.988785028
SCGN	0.491618602	0.498745056
SCIN	0.748116836	
SCLY	0.577972713	0.578813814
SCN2A	0.490950121	
SCN2B	0.292692198	
SCN3A	0.377837217	
SCN3B	0.476840493	
SCN4B	0.450952036	
SCP2	0.847572262	0.855143622
SCPEP1	0.524381533	
SCRG1	0.321457354	
SCRIB	0.93815778	
SCRN1	0.620679741	0.622925465
SCT	0.476762489	
SDC1	0.448250364	0.456900465
SDC4	0.518600285	0.520119817
SDCCAG8	1.20229513	
SDHB	0.697478417	
SDK2	0.395758037	
SEC31A	0.791706202	
SEL1L	0.331172481	
SELE	0.603396287	0.604557086
SELENOP	0.235439605	
SELL	0.245536916	
SELP	0.639422256	0.639039665
SELPLG	0.326627696	0.324248309
SEMA3F	0.314750251	0.319679782
SEMA3G	0.456351998	
SEMA4C	0.308234505	0.31453371
SEMA4D	0.33235143	0.337316027
SEMA6C	0.271055354	
SEMA7A	0.313882234	0.315208556
SEPTIN3	0.791863224	
SEPTIN7	0.546215606	
SEPTIN8	0.355718416	
SEPTIN9	0.318923253	0.321795571
SERPINA1	0.083279221	
SERPINA11	0.515346167	0.515728173
SERPINA12	1.30203469	1.298961295
SERPINA3	0.156724493	
SERPINA4	0.246265693	
SERPINA5	0.33865906	
SERPINA6	0.195201759	
SERPINA7	0.198033719	
SERPINA9	0.819343483	0.818737542
SERPINB1	1.010396266	1.013280516
SERPINB5	0.524069231	0.538745075
SERPINB6	0.669556603	0.669958248
SERPINB8	0.657950551	0.659568562
SERPINB9	0.367305337	0.369849755
SERPINC1	0.156999162	
SERPIND1	0.310918127	
SERPINE1	0.770194032	0.771238398
SERPINE2	0.670668935	
SERPINF1	0.308781007	
SERPINF2	0.145581483	
SERPING1	0.199307793	
SERPINH1	1.338561836	
SERPINI1	0.318749432	
SERPINI2	0.590898316	
SESTD1	0.706998324	0.716445064
SETMAR	0.359543695	0.360894979
SEZ6	0.323688398	
SEZ6L	0.329734031	0.329743545
SEZ6L2	0.290486736	0.293062336
SF3B4	0.831150579	0.833574168
SFRP1	0.513598314	0.520488142
SFRP4	0.443849624	
SFTPA1	0.631115451	0.638058017
SFTPA2	0.592281491	0.596137864
SFTPD	0.774475598	0.77432364
SGSH	0.585231519	
SH2B3	1.090427124	1.09673855
SH2D1A	0.622602505	0.623014265
SH3BGRL2	0.626250026	
SH3BP1	0.514736252	
SH3GL3	0.861921884	
SH3GLB2	0.712053914	
SHBG	0.616744702	
SHC1	1.179391863	
SHD	0.875564961	
SHH	0.440978038	
SHISA5	0.290119472	
SHMT1	0.965764108	0.96919842
SHPK	0.421316397	
SIAE	0.529806829	0.531700206
SIGLEC1	0.501477398	0.500854102
SIGLEC10	0.388065705	0.389490439
SIGLEC15	0.86346423	0.865513806
SIGLEC5	1.339463398	1.337994353
SIGLEC6	0.375050697	0.376953575
SIGLEC7	0.330441547	0.334566128
SIGLEC8	0.491538063	
SIGLEC9	0.342950912	0.342659557
SIL1	0.336173502	
SIRPA	0.639398307	0.642814707
SIRPB1	0.521887431	0.529592208
SIRT1	0.8959185	
SIRT2	0.990074462	0.993722574
SIRT5	0.603833521	0.602806521
SIT1	0.638739698	0.64351517
SKAP1	0.833388018	0.840517922
SKAP2	1.170911228	1.179248882
SKIV2L	0.407646222	
SLA2	1.087149803	
SLAMF1	0.661398013	0.66787774
SLAMF6	0.417178492	0.424625842
SLAMF7	0.662154245	0.662852599
SLAMF8	0.600580575	0.605577728
SLC12A2	0.282106609	
SLC13A1	0.624861699	
SLC16A1	0.63902068	0.645109758
SLC1A4	0.528790058	
SLC27A4	0.741754852	0.748789874
SLC28A1	0.610216662	
SLC34A3	0.497342457	
SLC39A14	0.36701525	0.37269506
SLC39A5	0.632874481	0.640834923
SLC44A4	0.70448791	
SLC4A1	0.505036517	
SLC51B	0.779535623	
SLC9A3R1	0.87164851	
SLC9A3R2	0.528460299	
SLIRP	0.583175548	
SLIT2	0.571920472	0.577071188
SLITRK1	0.367126212	
SLITRK2	0.463007982	0.4673455
SLITRK6	0.383115559	0.385525603
SLK	0.807276103	
SLMAP	0.878560128	
SLURP1	0.392781418	
SMAD1	0.926198439	0.927288448
SMAD2	0.723026899	
SMAD3	0.533786848	
SMAD5	0.231742705	0.237226452
SMARCA2	0.69741174	0.79994867
SMC3	0.554331196	
SMNDC1	0.660138504	
SMOC1	0.403326464	0.407562619
SMOC2	0.463353302	0.471258958
SMPD1	0.565390908	0.565244776
SMPD3	0.602397811	
SMPDL3A	0.732729542	0.735638592
SMPDL3B	0.781286807	
SMS	0.656065709	
SMTN	1.01039619	
SNAP23	0.972378014	0.977286234
SNAP25	0.488714268	
SNAP29	1.012551401	1.025453286
SNAPIN	0.608656894	
SNCA	1.193278976	
SNCG	0.81446604	0.822885659
SNED1	0.339611415	
SNRPB2	0.479232344	
SNU13	0.660325501	
SNX15	0.569227885	
SNX18	0.463362092	
SNX2	0.848101875	
SNX5	0.308426842	
SNX9	0.758951785	0.76195615
SOD1	0.528273359	0.54725029
SOD2	0.434569656	0.434983288
SOD3	0.637405694	
SORBS1	0.417118965	
SORCS2	0.406684171	0.416651254
SORD	0.798644444	0.799488844
SORT1	0.420421512	0.421440242
SOST	0.466409217	0.474448088
SOWAHA	0.502562246	
SOX2	0.243017652	
SOX9	0.277506059	
SPACA5_SPACA5B	0.307959323	
SPAG1	0.603494065	
SPARC	0.795098013	0.798312796
SPARCL1	0.312426292	0.313289653
SPART	0.802399841	
SPESP1	0.34125539	
SPINK1	0.475246359	0.487678139
SPINK2	0.431167697	
SPINK4	0.739226043	0.750086758
SPINK5	0.379994481	0.384924075
SPINK6	0.643024813	0.64746376
SPINK8	0.37874658	
SPINT1	0.288780948	0.290641908
SPINT2	0.463305365	0.465218834
SPINT3	2.958833633	
SPOCK1	0.293528508	0.29409876
SPON1	0.38520785	0.389436131
SPON2	0.395936005	0.403629143
SPP1	0.535216732	0.537182065
SPRED2	0.454720567	
SPRING1	0.615128282	
SPRR1B	0.872149055	
SPRR3	0.758582203	
SPRY2	1.026854455	1.027389854
SPTBN2	0.328772204	
SPTLC1	0.38717457	
SRC	1.346385034	1.356959683
SRP14	0.697238484	0.700653032
SRPK2	0.930073052	0.937433504
SRPX	0.398594094	
SSB	0.638830963	0.643787869
SSBP1	0.361075358	
SSC4D	1.488098582	1.487083038
SSC5D	0.505363973	0.50750984
SSH3	0.302378053	
SSNA1	0.536266317	
ST13	0.587106739	
ST3GAL1	0.490104163	0.490073488
ST6GAL1	0.339492151	0.341845813
ST8SIA1	0.499077569	
STAB2	0.308938401	
STAM	0.390026542	
STAMBP	0.722099707	0.722751986
STAT2	0.79359649	
STAT5B	1.529989081	1.537895181
STAU1	0.67965627	
STC1	0.520590943	0.522636343
STC2	0.301658184	0.302477132
STEAP4	0.755241576	
STIP1	0.742654777	0.745702265
STK11	0.801879386	0.807280213
STK24	0.680192657	0.687725915
STK4	0.963026546	0.964292255
STOML2	0.945704262	
STX16	0.642185052	0.644897028
STX1B	0.430188988	
STX3	0.399144878	
STX4	0.682860677	0.68928956
STX5	0.416966029	
STX6	0.7437397	0.752476725
STX7	0.528320833	
STX8	0.544814122	0.549493211
STXBP1	0.804677772	
STXBP3	0.47811822	0.484382601
SUGP1	0.423350149	
SUGT1	0.889286262	0.894264146
SULT1A1	1.448304499	1.453215752
SULT2A1	0.652588973	0.651342415
SUMF1	0.683012493	
SUMF2	0.60056988	0.601835059
SUOX	0.672688333	
SUSD1	0.535667073	0.538382872
SUSD2	0.343238127	0.34471938
SUSD4	0.444468853	
SUSD5	0.392191212	
SV2A	0.636007937	
SWAP70	0.374727822	
SYAP1	0.58566523	
SYNGAP1	0.582873891	
SYT1	0.408182358	
SYTL4	0.76238639	
TAB2	1.10858905	
TACC3	1.305661004	1.311384753
TADA3	0.408771428	
TAFA5	0.402306897	0.416323042
TAGLN3	0.620272929	
TALDO1	0.480015738	
TANK	0.766352643	0.779194861
TAP1	0.606866752	
TARBP2	0.882973085	0.889808452
TARM1	0.792170418	
TARS1	0.384242695	
TAX1BP1	0.669904684	
TBC1D17	0.503744154	0.509414318
TBC1D23	1.010767561	1.020289193
TBC1D5	0.880751045	0.900612795
TBCA	0.881608805	
TBCB	1.118720932	1.123446713
TBCC	0.906197871	0.908233805
TBL1X	0.943951356	0.947864937
TBR1	0.490197165	
TCL1A	1.130441754	1.132054301
TCL1B	0.877657912	0.882034218
TCN1	0.350551288	
TCN2	0.345666087	0.346604002
TCOF1	0.330272613	
TCP11	0.59818474	
TCTN3	0.321435108	
TDGF1	1.595624823	1.607299097
TDO2	0.400628191	
TDP1	0.741129111	
TDRKH	0.943785239	0.950684787
TEF	0.438240775	
TEK	0.243493965	0.244229816
TERF1	0.296745832	
TET2	1.030453701	
TEX101	0.757848179	
TEX33	0.403723887	
TF	0.228087536	
TFAP2A	0.610144956	
TFF1	0.91805968	0.928559416
TFF2	0.686060394	0.694876764
TFF3	0.511427707	0.521952927
TFPI	0.362117223	0.363441534
TFPI2	0.453349822	0.455725754
TFRC	0.442973048	0.449219691
TG	1.173332436	
TGFA	0.53421742	0.538511081
TGFB1	0.440347481	0.441190445
TGFB2	0.545443411	
TGFBI	0.305195301	0.307485874
TGFBR1	0.223643793	
TGFBR2	0.379085806	0.394754412
TGFBR3	0.362122626	0.361171811
TGM2	0.862679771	0.862319731
TGOLN2	0.274909615	
THAP12	0.907171603	
THBD	0.321522998	0.329798137
THBS2	0.425514457	0.425590225
THBS4	0.537350552	0.538265118
THOP1	0.364991574	0.365841302
THPO	0.430020408	0.431858884
THRAP3	1.159600353	
THSD1	0.344859601	
THTPA	0.909461389	
THY1	0.332784762	0.341509324
TIA1	1.326934343	
TIE1	0.465405751	0.468870039
TIGAR	0.517664739	0.525358935
TIGIT	0.375576361	
TIMD4	0.501541302	0.50340216
TIMM10	0.416260347	
TIMM8A	0.899640185	
TIMP1	0.327814942	0.331409604
TIMP2	0.268627246	
TIMP3	1.486692037	1.488881566
TIMP4	0.471735582	0.476642911
TINAGL1	0.255955999	0.258543758
TJAP1	0.932299498	0.946364624
TJP3	0.430657161	
TK1	0.465554721	
TLR1	0.273459867	
TLR2	0.238014992	
TLR3	0.692669987	0.695402786
TLR4	0.289631442	
TMCO5A	0.549580072	
TMED1	0.560163889	
TMED10	0.503052188	
TMED4	0.574604062	
TMED8	1.071174016	
TMEM106A	0.732134521	
TMEM132A	0.647148322	
TMEM25	0.471350669	
TMOD4	0.413349029	
TMPRSS11B	0.780090587	
TMPRSS11D	0.405170993	
TMPRSS15	1.030221976	1.032194148
TMPRSS5	0.440968948	0.441586869
TMSB10	0.866302705	0.87050417
TNC	0.539761914	0.539741895
TNF	0.429974462	0.433553669
TNFAIP2	0.508766862	
TNFAIP8	0.39726477	0.40362847
TNFAIP8L2	0.649005854	
TNFRSF10A	0.391889365	0.39670123
TNFRSF10B	0.474249703	0.48674268
TNFRSF10C	0.555935521	0.557877989
TNFRSF11A	0.449809677	0.46332172
TNFRSF11B	0.361145207	0.362905578
TNFRSF12A	0.420056702	0.431985717
TNFRSF13B	0.385596041	0.387201771
TNFRSF13C	0.475019223	0.477663287
TNFRSF14	0.342633443	0.352324804
TNFRSF17	0.42625929	
TNFRSF19	0.36041438	0.37545938
TNFRSF1A	0.349613101	0.363991919
TNFRSF1B	0.416933617	0.427801512
TNFRSF21	0.308447243	0.315759426
TNFRSF4	0.435808338	0.442774007
TNFRSF6B	0.653978189	0.658324964
TNFRSF8	0.508116049	0.511071262
TNFRSF9	0.47040088	0.479614931
TNFSF10	0.294941607	0.295537951
TNFSF11	0.700796894	0.702644803
TNFSF12	0.325485497	0.327465577
TNFSF13	0.315834077	0.31826219
TNFSF13B	0.328426792	0.328915679
TNFSF14	0.654875261	0.655768418
TNFSF8	0.376828224	
TNIP1	0.938511651	
TNN	0.457911633	
TNNI3	0.931020034	0.940156654
TNPO1	0.363323075	
TNR	0.498943876	0.497990916
TNXB	0.291822765	0.294503262
TOMM20	0.808976262	
TOP1	1.194978643	
TOP1MT	0.498862813	
TOP2B	0.819589708	
TOR1AIP1	0.550183923	
TP53	0.468870216	0.481730606
TP53BP1	0.899714132	
TP53I3	0.549289243	
TP53INP1	0.345220836	0.350818949
TP73	0.350009844	
TPBGL	0.424086022	
TPD52L2	1.110729302	
TPK1	0.289432363	
TPM3	0.452719761	
